date,city,pm25,pm10,no2,nh3,so2,co,o3,temperature,humidity,aqi
2025-09-03,Hisar,67.3,101.0,57.8,7.9,24.6,62.9,24.6,24.8,45.6,123
2025-09-10,Hisar,66.9,100.3,61.6,8.4,24.5,56.0,21.0,23.6,45.2,122
2025-09-17,Hisar,58.4,87.6,57.5,11.4,14.6,39.5,25.0,22.4,45.0,87
2025-09-24,Hisar,64.9,97.4,68.0,10.8,15.4,70.1,35.5,21.2,45.0,97
2025-10-01,Hisar,56.2,84.3,62.2,3.8,16.1,64.5,19.2,20.0,45.3,84
2025-10-08,Hisar,60.5,90.8,70.3,16.2,15.6,34.1,26.9,18.9,45.8,90
2025-10-15,Hisar,45.4,68.1,54.7,10.3,21.3,57.3,19.7,17.7,46.4,106
2025-10-22,Hisar,53.9,80.8,66.6,10.6,12.9,46.3,8.7,16.7,47.3,80
2025-10-29,Hisar,49.5,74.2,61.8,12.9,17.1,62.2,24.9,15.7,48.3,85
2025-11-05,Hisar,55.2,82.8,68.7,8.7,22.3,60.8,23.6,14.8,49.6,111
2025-11-12,Hisar,49.4,74.1,60.4,4.6,22.7,97.4,16.1,14.0,50.9,113
2025-11-19,Hisar,50.1,75.2,59.4,10.6,16.6,90.7,5.0,13.4,52.4,82
2025-11-26,Hisar,47.0,70.4,53.3,3.6,6.6,31.2,35.9,12.8,54.0,71
2025-12-03,Hisar,58.8,88.2,63.4,13.8,20.7,66.2,35.0,12.4,55.7,103
2025-12-10,Hisar,59.8,89.7,60.7,8.1,16.8,42.6,16.9,12.1,57.5,89
2025-12-17,Hisar,57.9,86.9,55.2,8.4,23.5,40.8,13.5,12.0,59.3,117
2025-12-24,Hisar,61.4,92.0,54.6,11.9,11.4,34.3,34.8,12.0,61.1,92
2025-01-01,Hyderabad,49.7,74.5,40.8,2.6,12.9,36.5,39.7,20.2,63.1,79
2025-01-08,Hyderabad,62.9,94.4,48.2,5.1,15.1,66.3,50.4,20.5,64.9,100
2025-01-15,Hyderabad,47.5,71.3,34.0,6.4,11.5,43.0,23.7,21.0,66.5,71
2025-01-22,Hyderabad,49.4,74.1,33.1,7.4,10.5,42.8,45.6,21.6,68.1,91
2025-01-29,Hyderabad,52.8,79.1,33.3,6.7,11.0,15.0,37.8,22.3,69.6,79
2025-02-05,Hyderabad,58.4,87.5,34.7,5.5,14.1,34.6,38.8,23.1,70.9,87
2025-02-12,Hyderabad,71.0,106.5,39.9,6.8,3.3,32.7,23.1,24.1,72.1,106
2025-02-19,Hyderabad,74.9,112.3,40.0,3.0,13.6,47.2,14.1,25.1,73.0,112
2025-02-26,Hyderabad,84.9,127.4,43.4,9.4,12.1,50.0,29.3,26.1,73.8,127
2025-03-05,Hyderabad,77.6,116.4,38.0,9.8,12.3,52.4,26.4,27.3,74.4,116
2025-03-12,Hyderabad,99.2,148.8,46.8,3.4,12.1,5.0,30.1,28.5,74.8,148
2025-03-19,Hyderabad,87.6,131.3,40.0,7.5,7.0,43.9,23.8,29.7,75.0,131
2025-03-26,Hyderabad,93.4,140.1,41.5,5.5,11.4,19.9,31.1,30.9,74.9,140
2025-04-02,Hyderabad,81.7,122.6,35.5,3.4,9.5,54.0,54.4,32.1,74.7,122
2025-04-09,Hyderabad,85.9,128.8,36.7,2.0,11.6,19.7,32.3,33.2,74.2,128
2025-04-16,Hyderabad,91.8,137.8,38.7,8.5,11.2,36.0,41.8,34.3,73.5,137
2025-04-23,Hyderabad,77.8,116.7,32.5,4.6,13.8,46.1,48.6,35.4,72.6,116
2025-04-30,Hyderabad,71.8,107.7,29.9,3.5,11.2,48.4,24.3,36.4,71.6,107
2025-05-07,Hyderabad,82.4,123.6,34.4,6.1,8.1,5.0,22.8,37.2,70.4,123
2025-05-14,Hyderabad,83.8,125.8,35.2,8.3,6.0,18.1,42.3,38.0,69.0,125
2025-05-21,Hyderabad,105.6,158.4,44.8,10.9,7.3,48.8,45.2,38.7,67.5,158
2025-05-28,Hyderabad,88.7,133.1,38.3,11.0,9.0,24.5,26.6,39.2,65.8,133
2025-06-04,Hyderabad,97.9,146.9,43.2,3.2,5.8,49.2,5.0,39.6,64.1,146
2025-06-11,Hyderabad,69.9,104.9,31.6,5.4,11.3,31.2,9.7,39.9,62.4,104
2025-06-18,Hyderabad,89.4,134.1,41.7,8.0,17.6,32.2,32.6,40.0,60.6,134
2025-06-25,Hyderabad,74.8,112.3,36.2,4.1,11.2,39.1,61.3,40.0,58.8,122
2025-07-02,Hyderabad,69.9,104.9,35.2,4.5,8.9,5.0,39.4,39.8,57.0,104
2025-07-09,Hyderabad,70.4,105.7,37.0,5.7,16.6,35.3,41.6,39.5,55.2,105
2025-07-16,Hyderabad,69.1,103.6,38.1,8.3,8.9,17.1,28.5,39.0,53.6,103
2025-07-23,Hyderabad,58.9,88.4,34.3,4.9,11.3,37.5,62.5,38.5,52.0,125
2025-07-30,Hyderabad,57.6,86.5,35.6,8.0,9.5,56.0,36.5,37.7,50.5,86
2025-08-06,Hyderabad,66.0,99.0,43.3,6.1,8.2,46.7,15.5,36.9,49.2,98
2025-08-13,Hyderabad,54.2,81.4,38.0,2.0,4.7,39.6,25.3,36.0,48.0,81
2025-08-20,Hyderabad,51.7,77.5,38.7,5.3,13.7,40.1,35.8,35.0,47.0,77
2025-08-27,Hyderabad,45.8,68.7,36.7,10.9,15.1,25.8,28.8,33.9,46.2,75
2025-09-03,Hyderabad,45.0,67.4,38.6,4.7,8.5,27.3,44.4,32.8,45.6,88
2025-09-10,Hyderabad,42.5,63.7,39.1,6.4,10.8,50.2,23.7,31.6,45.2,63
2025-09-17,Hyderabad,33.8,50.7,33.2,7.7,11.9,23.1,16.1,30.4,45.0,59
2025-09-24,Hyderabad,34.1,51.1,35.7,6.7,12.3,14.8,38.4,29.2,45.0,76
2025-10-01,Hyderabad,38.6,57.9,42.8,4.9,15.2,42.8,8.7,28.0,45.3,76
2025-10-08,Hyderabad,29.5,44.2,34.2,7.6,14.4,46.3,62.5,26.9,45.8,125
2025-10-15,Hyderabad,27.5,41.2,33.2,9.2,20.1,39.2,32.2,25.7,46.4,100
2025-10-22,Hyderabad,27.1,40.7,33.5,8.8,11.0,28.8,16.8,24.7,47.3,55
2025-10-29,Hyderabad,27.5,41.3,34.4,6.9,10.4,60.7,35.8,23.7,48.3,71
2025-11-05,Hyderabad,30.7,46.1,38.2,12.3,12.3,30.3,43.7,22.8,49.6,87
2025-11-12,Hyderabad,34.7,52.0,42.4,6.7,13.1,29.2,39.1,22.0,50.9,78
2025-11-19,Hyderabad,36.2,54.3,42.9,6.3,15.0,44.9,60.9,21.4,52.4,121
2025-11-26,Hyderabad,29.8,44.7,33.9,4.3,9.6,11.3,22.0,20.8,54.0,47
2025-12-03,Hyderabad,35.8,53.7,38.6,5.0,14.6,35.6,5.0,20.4,55.7,73
2025-12-10,Hyderabad,35.1,52.6,35.6,6.5,9.8,28.1,38.7,20.1,57.5,77
2025-12-17,Hyderabad,37.1,55.6,35.3,4.0,7.7,51.0,24.2,20.0,59.3,55
2025-12-24,Hyderabad,41.2,61.8,36.6,9.8,14.5,54.9,5.0,20.0,61.1,72
2025-01-01,Indore,57.7,86.5,47.4,9.8,8.2,48.2,20.0,15.2,63.1,86
2025-01-08,Indore,62.3,93.4,47.8,8.8,14.6,68.4,17.0,15.5,64.9,93
2025-01-15,Indore,60.4,90.7,43.3,10.3,25.0,73.9,27.4,16.0,66.5,125
2025-01-22,Indore,63.7,95.5,42.7,9.5,18.1,65.0,28.3,16.6,68.1,95
2025-01-29,Indore,78.9,118.4,49.8,5.3,15.0,18.6,25.7,17.3,69.6,118
2025-02-05,Indore,73.6,110.3,43.7,9.6,15.8,44.3,30.4,18.1,70.9,110
2025-02-12,Indore,93.4,140.1,52.5,8.3,13.8,49.3,20.3,19.1,72.1,140
2025-02-19,Indore,99.7,149.6,53.3,6.8,18.1,98.8,6.5,20.1,73.0,149
2025-02-26,Indore,101.2,151.9,51.7,6.6,15.3,59.2,24.5,21.1,73.8,151
2025-03-05,Indore,103.1,154.7,50.5,6.2,20.1,30.2,30.1,22.3,74.4,154
2025-03-12,Indore,98.4,147.6,46.4,5.4,18.5,52.1,24.9,23.5,74.8,147
2025-03-19,Indore,113.0,169.4,51.6,6.8,20.4,47.8,21.0,24.7,75.0,169
2025-03-26,Indore,130.7,196.0,58.1,4.8,9.6,60.8,37.8,25.9,74.9,196
2025-04-02,Indore,110.3,165.5,48.0,8.6,17.8,44.6,25.3,27.1,74.7,165
2025-04-09,Indore,127.0,190.5,54.2,11.2,19.6,44.1,29.0,28.2,74.2,190
2025-04-16,Indore,101.6,152.4,42.8,7.5,5.4,72.9,7.8,29.3,73.5,152
2025-04-23,Indore,154.4,231.6,64.5,4.3,14.0,90.0,32.9,30.4,72.6,231
2025-04-30,Indore,107.2,160.8,44.7,13.8,26.5,64.2,30.7,31.4,71.6,160
2025-05-07,Indore,125.8,188.6,52.5,6.6,12.3,47.1,22.7,32.2,70.4,188
2025-05-14,Indore,109.0,163.6,45.8,6.7,16.1,65.5,21.4,33.0,69.0,163
2025-05-21,Indore,108.2,162.3,46.0,9.4,12.8,44.4,35.1,33.7,67.5,162
2025-05-28,Indore,127.2,190.8,54.9,7.4,7.7,46.5,27.9,34.2,65.8,190
2025-06-04,Indore,130.0,194.9,57.3,10.0,22.0,47.9,14.1,34.6,64.1,194
2025-06-11,Indore,97.7,146.6,44.2,12.0,17.1,43.7,8.0,34.9,62.4,146
2025-06-18,Indore,89.8,134.7,41.9,2.4,17.4,74.1,20.0,35.0,60.6,134
2025-06-25,Indore,102.1,153.1,49.3,12.0,20.0,66.5,36.4,35.0,58.8,153
2025-07-02,Indore,110.1,165.1,55.3,3.6,22.3,18.8,29.9,34.8,57.0,165
2025-07-09,Indore,88.9,133.3,46.7,8.4,7.2,90.0,30.5,34.5,55.2,133
2025-07-16,Indore,93.3,140.0,51.5,4.8,11.2,12.3,11.3,34.0,53.6,139
2025-07-23,Indore,88.6,132.9,51.6,3.0,8.1,64.5,24.4,33.5,52.0,132
2025-07-30,Indore,77.1,115.7,47.6,5.0,17.0,47.0,21.0,32.7,50.5,115
2025-08-06,Indore,68.2,102.2,44.7,5.6,8.3,52.4,23.4,31.9,49.2,102
2025-08-13,Indore,78.4,117.5,54.8,8.7,10.4,77.5,5.7,31.0,48.0,117
2025-08-20,Indore,65.5,98.2,49.0,5.9,11.9,60.9,24.3,30.0,47.0,98
2025-08-27,Indore,58.4,87.6,46.8,8.4,24.7,43.4,17.0,28.9,46.2,123
2025-09-03,Indore,56.7,85.0,48.7,7.6,15.9,44.8,32.8,27.8,45.6,85
2025-09-10,Indore,59.1,88.6,54.4,6.9,14.6,57.0,14.4,26.6,45.2,88
2025-09-17,Indore,46.5,69.8,45.8,6.6,14.0,67.1,24.4,25.4,45.0,69
2025-09-24,Indore,53.7,80.5,56.2,9.5,17.3,64.5,24.1,24.2,45.0,86
2025-10-01,Indore,52.9,79.3,58.6,4.9,11.5,17.7,32.0,23.0,45.3,79
2025-10-08,Indore,51.6,77.5,60.0,4.6,9.7,98.4,20.6,21.9,45.8,77
2025-10-15,Indore,42.3,63.5,51.1,7.1,18.5,79.4,9.5,20.7,46.4,92
2025-10-22,Indore,45.3,68.0,56.0,7.8,15.0,32.9,13.0,19.7,47.3,74
2025-10-29,Indore,36.2,54.3,45.2,2.9,20.0,80.4,32.8,18.7,48.3,100
2025-11-05,Indore,39.1,58.6,48.7,10.7,11.5,47.1,12.8,17.8,49.6,58
2025-11-12,Indore,39.0,58.5,47.7,10.8,14.5,65.0,35.6,17.0,50.9,72
2025-11-19,Indore,48.9,73.3,57.9,14.0,17.7,60.9,20.2,16.4,52.4,88
2025-11-26,Indore,40.6,60.9,46.1,7.4,23.6,80.8,6.9,15.8,54.0,118
2025-12-03,Indore,39.6,59.4,42.7,11.3,10.8,41.3,17.9,15.4,55.7,59
2025-12-10,Indore,47.3,71.0,48.1,3.6,15.1,43.1,28.6,15.1,57.5,75
2025-12-17,Indore,48.1,72.1,45.8,11.4,21.6,42.3,7.7,15.0,59.3,107
2025-12-24,Indore,49.0,73.4,43.5,7.6,9.6,87.0,18.6,15.0,61.1,73
2025-01-01,Jabalpur,46.8,70.2,38.5,13.6,18.4,64.9,14.6,15.2,63.1,92
2025-01-08,Jabalpur,73.7,110.5,56.5,9.4,19.9,62.7,33.0,15.5,64.9,110
2025-01-15,Jabalpur,66.8,100.3,47.9,5.6,8.5,54.8,28.5,16.0,66.5,100
2025-01-22,Jabalpur,78.9,118.4,53.0,6.9,16.2,51.9,18.7,16.6,68.1,118
2025-01-29,Jabalpur,81.1,121.6,51.1,4.3,14.1,21.9,5.5,17.3,69.6,121
2025-02-05,Jabalpur,88.3,132.5,52.5,7.5,17.9,28.4,38.2,18.1,70.9,132
2025-02-12,Jabalpur,89.9,134.8,50.6,11.6,13.8,13.0,28.3,19.1,72.1,134
2025-02-19,Jabalpur,88.6,132.9,47.4,4.9,22.5,68.6,33.6,20.1,73.0,132
2025-02-26,Jabalpur,88.2,132.2,45.0,8.9,8.0,69.0,43.9,21.1,73.8,132
2025-03-05,Jabalpur,109.8,164.7,53.8,8.3,5.3,62.7,21.7,22.3,74.4,164
2025-03-12,Jabalpur,115.4,173.1,54.5,5.6,22.0,25.6,28.9,23.5,74.8,173
2025-03-19,Jabalpur,114.5,171.8,52.3,6.4,3.5,79.0,43.9,24.7,75.0,171
2025-03-26,Jabalpur,113.6,170.4,50.5,7.8,12.7,44.8,27.3,25.9,74.9,170
2025-04-02,Jabalpur,112.2,168.2,48.8,9.4,25.2,47.8,19.2,27.1,74.7,168
2025-04-09,Jabalpur,119.0,178.4,50.8,8.9,18.2,53.2,26.7,28.2,74.2,178
2025-04-16,Jabalpur,135.6,203.4,57.2,6.9,16.7,22.0,23.3,29.3,73.5,203
2025-04-23,Jabalpur,116.3,174.5,48.6,12.2,12.4,77.9,34.8,30.4,72.6,174
2025-04-30,Jabalpur,107.7,161.5,44.9,11.8,14.5,47.1,26.8,31.4,71.6,161
2025-05-07,Jabalpur,110.1,165.1,45.9,3.5,18.0,63.1,32.7,32.2,70.4,165
2025-05-14,Jabalpur,136.4,204.6,57.3,13.9,7.1,82.2,32.3,33.0,69.0,204
2025-05-21,Jabalpur,129.6,194.4,55.0,8.4,22.9,64.7,38.2,33.7,67.5,194
2025-05-28,Jabalpur,111.6,167.4,48.2,5.9,19.0,74.9,32.6,34.2,65.8,167
2025-06-04,Jabalpur,116.7,175.0,51.4,8.9,25.7,67.0,26.7,34.6,64.1,175
2025-06-11,Jabalpur,111.0,166.5,50.2,7.6,10.5,18.4,15.5,34.9,62.4,166
2025-06-18,Jabalpur,91.2,136.8,42.5,10.7,18.0,57.3,27.6,35.0,60.6,136
2025-06-25,Jabalpur,108.0,162.0,52.2,9.4,13.8,38.9,13.8,35.0,58.8,161
2025-07-02,Jabalpur,102.5,153.7,51.5,7.8,11.5,36.3,26.1,34.8,57.0,153
2025-07-09,Jabalpur,91.5,137.3,48.1,3.9,13.4,44.2,30.3,34.5,55.2,137
2025-07-16,Jabalpur,83.6,125.4,46.1,7.6,14.1,26.4,20.7,34.0,53.6,125
2025-07-23,Jabalpur,85.3,127.9,49.7,5.2,16.4,31.7,19.4,33.5,52.0,127
2025-07-30,Jabalpur,81.7,122.5,50.4,8.5,20.2,19.1,27.3,32.7,50.5,122
2025-08-06,Jabalpur,70.7,106.0,46.4,12.1,3.8,68.8,31.5,31.9,49.2,106
2025-08-13,Jabalpur,76.2,114.3,53.3,13.4,21.9,36.1,20.7,31.0,48.0,114
2025-08-20,Jabalpur,59.6,89.4,44.6,12.4,15.0,81.4,24.1,30.0,47.0,89
2025-08-27,Jabalpur,64.3,96.5,51.6,12.2,16.1,15.2,19.1,28.9,46.2,96
2025-09-03,Jabalpur,53.9,80.9,46.3,10.9,9.4,43.8,15.9,27.8,45.6,80
2025-09-10,Jabalpur,57.9,86.9,53.3,6.0,18.3,25.0,32.0,26.6,45.2,91
2025-09-17,Jabalpur,39.5,59.2,38.9,6.7,20.0,31.8,18.4,25.4,45.0,99
2025-09-24,Jabalpur,43.6,65.4,45.6,4.4,18.3,62.0,5.0,24.2,45.0,91
2025-10-01,Jabalpur,50.1,75.1,55.5,6.4,4.7,66.9,29.9,23.0,45.3,75
2025-10-08,Jabalpur,42.5,63.7,49.3,11.6,8.6,100.9,42.3,21.9,45.8,84
2025-10-15,Jabalpur,43.7,65.5,52.7,9.4,22.1,75.9,5.0,20.7,46.4,110
2025-10-22,Jabalpur,42.5,63.8,52.6,9.0,22.2,50.1,15.9,19.7,47.3,111
2025-10-29,Jabalpur,37.1,55.7,46.4,9.2,16.4,35.0,11.7,18.7,48.3,81
2025-11-05,Jabalpur,41.3,62.0,51.5,9.6,16.8,69.9,22.4,17.8,49.6,84
2025-11-12,Jabalpur,37.2,55.9,45.6,2.0,15.8,53.4,29.6,17.0,50.9,78
2025-11-19,Jabalpur,49.0,73.5,58.1,3.8,13.5,58.7,35.7,16.4,52.4,73
2025-11-26,Jabalpur,46.8,70.2,53.1,9.2,10.3,61.9,32.5,15.8,54.0,70
2025-12-03,Jabalpur,48.2,72.3,52.0,8.0,15.1,109.3,19.4,15.4,55.7,75
2025-12-10,Jabalpur,47.2,70.8,48.0,9.4,20.1,60.5,29.9,15.1,57.5,100
2025-12-17,Jabalpur,44.9,67.3,42.7,5.6,20.2,47.4,35.4,15.0,59.3,100
2025-12-24,Jabalpur,59.7,89.6,53.1,9.0,5.5,38.2,21.8,15.0,61.1,89
2025-01-01,Jaipur,64.2,96.3,52.8,4.7,14.3,60.8,43.6,15.2,63.1,96
2025-01-08,Jaipur,57.7,86.6,44.2,10.1,7.1,33.3,25.4,15.5,64.9,86
2025-01-15,Jaipur,67.5,101.3,48.4,10.0,25.5,28.3,14.2,16.0,66.5,127
2025-01-22,Jaipur,61.8,92.7,41.5,7.2,8.9,59.8,34.8,16.6,68.1,92
2025-01-29,Jaipur,67.4,101.1,42.5,9.3,13.0,75.8,24.0,17.3,69.6,101
2025-02-05,Jaipur,73.4,110.1,43.6,3.7,12.7,73.8,21.9,18.1,70.9,110
2025-02-12,Jaipur,84.2,126.2,47.3,3.9,15.7,38.2,41.2,19.1,72.1,126
2025-02-19,Jaipur,84.7,127.1,45.3,7.3,8.2,29.2,33.4,20.1,73.0,127
2025-02-26,Jaipur,79.2,118.8,40.4,4.8,7.3,31.9,13.1,21.1,73.8,118
2025-03-05,Jaipur,92.4,138.5,45.2,9.4,14.7,40.5,19.8,22.3,74.4,138
2025-03-12,Jaipur,100.1,150.1,47.2,10.6,11.5,17.5,48.7,23.5,74.8,150
2025-03-19,Jaipur,106.4,159.7,48.6,6.4,18.8,28.5,32.6,24.7,75.0,159
2025-03-26,Jaipur,81.5,122.2,36.2,9.7,16.8,50.3,34.4,25.9,74.9,122
2025-04-02,Jaipur,94.3,141.5,41.0,2.0,10.4,57.5,9.7,27.1,74.7,141
2025-04-09,Jaipur,118.2,177.4,50.5,9.3,10.6,64.5,17.1,28.2,74.2,177
2025-04-16,Jaipur,108.1,162.1,45.5,6.2,9.9,24.8,27.6,29.3,73.5,162
2025-04-23,Jaipur,110.4,165.7,46.2,5.3,16.8,34.6,39.3,30.4,72.6,165
2025-04-30,Jaipur,128.9,193.3,53.7,7.1,19.7,56.2,23.1,31.4,71.6,193
2025-05-07,Jaipur,111.8,167.7,46.7,7.5,14.3,37.4,11.0,32.2,70.4,167
2025-05-14,Jaipur,72.9,109.4,30.6,8.0,12.8,49.4,44.3,33.0,69.0,109
2025-05-21,Jaipur,96.4,144.6,41.0,7.2,15.3,41.2,31.9,33.7,67.5,144
2025-05-28,Jaipur,98.9,148.4,42.7,5.8,8.3,38.6,12.6,34.2,65.8,148
2025-06-04,Jaipur,103.1,154.6,45.4,8.2,8.1,5.0,21.5,34.6,64.1,154
2025-06-11,Jaipur,104.5,156.7,47.2,12.7,12.6,88.6,36.2,34.9,62.4,156
2025-06-18,Jaipur,82.3,123.4,38.4,11.7,11.4,31.7,15.5,35.0,60.6,123
2025-06-25,Jaipur,83.9,125.9,40.5,2.4,5.8,28.9,29.0,35.0,58.8,125
2025-07-02,Jaipur,82.7,124.0,41.6,6.7,12.7,50.6,28.0,34.8,57.0,123
2025-07-09,Jaipur,74.1,111.2,39.0,2.0,8.9,70.0,11.6,34.5,55.2,111
2025-07-16,Jaipur,74.0,110.9,40.8,7.9,14.3,30.1,22.2,34.0,53.6,110
2025-07-23,Jaipur,85.9,128.9,50.1,7.9,14.0,69.6,28.6,33.5,52.0,128
2025-07-30,Jaipur,70.9,106.3,43.7,2.8,9.7,47.2,34.1,32.7,50.5,106
2025-08-06,Jaipur,69.0,103.5,45.2,5.8,7.4,45.5,26.2,31.9,49.2,103
2025-08-13,Jaipur,71.0,106.5,49.7,4.8,10.2,31.3,10.2,31.0,48.0,106
2025-08-20,Jaipur,53.6,80.5,40.1,5.2,13.1,23.9,40.1,30.0,47.0,80
2025-08-27,Jaipur,64.1,96.2,51.4,9.1,13.7,33.1,19.7,28.9,46.2,96
2025-09-03,Jaipur,56.7,85.1,48.8,7.0,16.4,32.4,27.3,27.8,45.6,85
2025-09-10,Jaipur,44.0,66.0,40.5,5.1,8.2,66.0,21.2,26.6,45.2,66
2025-09-17,Jaipur,51.9,77.9,51.1,7.5,9.2,61.3,21.0,25.4,45.0,77
2025-09-24,Jaipur,43.1,64.6,45.1,9.0,12.6,24.5,15.4,24.2,45.0,64
2025-10-01,Jaipur,41.7,62.6,46.2,5.1,13.5,48.8,29.8,23.0,45.3,67
2025-10-08,Jaipur,38.1,57.2,44.3,7.5,22.8,72.9,13.2,21.9,45.8,113
2025-10-15,Jaipur,39.3,58.9,47.3,4.0,6.8,5.0,12.0,20.7,46.4,58
2025-10-22,Jaipur,37.2,55.8,46.0,6.8,15.9,40.0,5.0,19.7,47.3,79
2025-10-29,Jaipur,30.7,46.1,38.4,5.2,12.7,43.0,34.5,18.7,48.3,69
2025-11-05,Jaipur,31.2,46.7,38.8,10.2,13.8,46.4,28.2,17.8,49.6,68
2025-11-12,Jaipur,42.0,63.0,51.4,7.9,15.5,81.8,47.5,17.0,50.9,94
2025-11-19,Jaipur,34.3,51.4,40.6,6.6,14.7,24.5,14.6,16.4,52.4,73
2025-11-26,Jaipur,45.9,68.8,52.1,9.7,11.9,38.3,40.1,15.8,54.0,80
2025-12-03,Jaipur,49.8,74.6,53.6,9.5,16.6,56.2,23.4,15.4,55.7,83
2025-12-10,Jaipur,43.0,64.6,43.7,9.3,15.8,64.7,39.5,15.1,57.5,79
2025-12-17,Jaipur,42.9,64.4,40.8,2.1,15.0,39.1,34.2,15.0,59.3,75
2025-12-24,Jaipur,54.5,81.8,48.5,7.2,12.3,17.5,32.1,15.0,61.1,81
2025-01-01,Kochi,39.9,59.8,32.8,5.7,8.4,49.7,25.9,18.2,73.1,59
2025-01-08,Kochi,37.0,55.5,28.4,8.1,8.1,33.3,27.5,18.5,74.9,55
2025-01-15,Kochi,50.1,75.1,35.9,2.0,9.5,5.1,22.7,19.0,76.5,75
2025-01-22,Kochi,54.6,81.8,36.6,7.2,18.1,30.1,38.5,19.6,78.1,90
2025-01-29,Kochi,52.0,78.0,32.8,2.8,12.7,38.1,26.6,20.3,79.6,77
2025-02-05,Kochi,58.5,87.8,34.8,5.4,6.5,36.4,31.9,21.1,80.9,87
2025-02-12,Kochi,69.5,104.3,39.1,7.2,10.1,44.7,44.4,22.1,82.1,104
2025-02-19,Kochi,66.6,99.9,35.6,6.5,16.7,28.3,52.4,23.1,83.0,104
2025-02-26,Kochi,70.6,105.9,36.0,6.1,11.4,51.0,41.7,24.1,83.8,105
2025-03-05,Kochi,54.2,81.2,26.5,6.0,11.9,43.5,37.8,25.3,84.4,81
2025-03-12,Kochi,81.4,122.2,38.4,7.5,16.4,40.4,20.4,26.5,84.8,122
2025-03-19,Kochi,72.7,109.0,33.2,6.9,10.5,10.9,44.1,27.7,85.0,109
2025-03-26,Kochi,85.9,128.9,38.2,2.0,10.7,48.2,22.5,28.9,84.9,128
2025-04-02,Kochi,75.3,112.9,32.7,4.2,10.0,10.8,38.4,30.1,84.7,112
2025-04-09,Kochi,74.8,112.1,31.9,6.0,11.7,39.1,34.6,31.2,84.2,112
2025-04-16,Kochi,81.3,121.9,34.3,7.3,9.4,24.3,26.6,32.3,83.5,121
2025-04-23,Kochi,100.3,150.4,41.9,6.3,7.3,12.1,58.7,33.4,82.6,150
2025-04-30,Kochi,82.5,123.8,34.4,5.6,2.0,25.3,13.4,34.4,81.6,123
2025-05-07,Kochi,79.0,118.5,33.0,4.6,9.3,21.9,30.3,35.2,80.4,118
2025-05-14,Kochi,76.0,114.0,31.9,11.7,9.9,65.2,40.8,36.0,79.0,113
2025-05-21,Kochi,81.1,121.7,34.5,2.3,7.1,25.9,40.9,36.7,77.5,121
2025-05-28,Kochi,77.7,116.6,33.6,2.8,5.4,19.4,46.6,37.2,75.8,116
2025-06-04,Kochi,73.2,109.9,32.3,4.9,11.4,48.5,40.7,37.6,74.1,109
2025-06-11,Kochi,80.6,120.9,36.5,7.5,10.6,49.1,45.0,37.9,72.4,120
2025-06-18,Kochi,81.3,122.0,37.9,7.6,10.2,15.0,54.8,38.0,70.6,122
2025-06-25,Kochi,80.0,120.0,38.7,4.3,11.8,30.1,33.2,38.0,68.8,120
2025-07-02,Kochi,78.3,117.4,39.3,4.5,15.6,42.0,5.3,37.8,67.0,117
2025-07-09,Kochi,74.3,111.5,39.1,4.0,8.5,59.9,28.9,37.5,65.2,111
2025-07-16,Kochi,67.0,100.6,37.0,4.3,5.8,55.3,57.8,37.0,63.6,115
2025-07-23,Kochi,64.5,96.8,37.6,3.2,15.3,30.8,24.2,36.5,62.0,96
2025-07-30,Kochi,59.0,88.5,36.4,4.5,11.1,48.1,51.9,35.7,60.5,103
2025-08-06,Kochi,54.5,81.8,35.8,5.3,5.6,28.8,45.6,34.9,59.2,91
2025-08-13,Kochi,50.3,75.5,35.2,8.7,9.4,37.8,28.6,34.0,58.0,75
2025-08-20,Kochi,47.1,70.6,35.2,7.4,12.7,34.0,47.1,33.0,57.0,94
2025-08-27,Kochi,48.2,72.3,38.6,7.1,10.2,38.4,48.7,31.9,56.2,97
2025-09-03,Kochi,38.1,57.2,32.8,8.9,7.5,27.0,58.7,30.8,55.6,117
2025-09-10,Kochi,34.4,51.6,31.6,5.9,11.8,24.0,55.6,29.6,55.2,111
2025-09-17,Kochi,25.7,38.5,25.3,4.8,4.1,70.6,27.1,28.4,55.0,54
2025-09-24,Kochi,40.6,60.9,42.5,5.7,10.5,54.1,44.5,27.2,55.0,89
2025-10-01,Kochi,34.2,51.2,37.8,4.4,7.4,49.8,41.0,26.0,55.3,81
2025-10-08,Kochi,29.5,44.2,34.3,5.7,9.8,9.3,44.6,24.9,55.8,89
2025-10-15,Kochi,33.7,50.6,40.7,5.4,10.7,58.9,20.6,23.7,56.4,53
2025-10-22,Kochi,28.1,42.1,34.7,7.0,16.2,44.6,40.3,22.7,57.3,81
2025-10-29,Kochi,29.1,43.7,36.4,7.5,7.8,34.6,26.3,21.7,58.3,52
2025-11-05,Kochi,27.1,40.7,33.7,2.9,14.5,44.9,29.5,20.8,59.6,72
2025-11-12,Kochi,25.2,37.8,30.8,6.5,12.7,41.7,42.6,20.0,60.9,85
2025-11-19,Kochi,31.5,47.3,37.4,2.0,9.2,42.4,39.6,19.4,62.4,79
2025-11-26,Kochi,32.9,49.4,37.4,5.1,12.8,36.7,44.7,18.8,64.0,89
2025-12-03,Kochi,33.0,49.5,35.6,9.8,12.7,28.1,28.8,18.4,65.7,63
2025-12-10,Kochi,35.6,53.4,36.1,6.8,8.7,44.2,59.4,18.1,67.5,118
